content,score
This app is unlimited,5
Best app,5
Extremely useful and great 👍🏿,4
Very good,5
"""DeepSeek AI is an exceptional tool! Its accuracy, speed, and intuitive design make it stand out from other AI platforms. Whether for research, data analysis, or complex problem-solving, it consistently delivers precise and reliable results. The interface is user-friendly, and the support team is highly responsive and knowledgeable. I highly recommend DeepSeek AI to anyone looking to streamline their workflow with cutting-edge technology.",5
High level,5
"From my perspective, it still needs development and I'm not impressed with the current performance. I asked for diet plan and suggestions with specific criteria. Open AI GPT4 .0 is able to provide detailed plans while deepseek just got stuck and have a few search results which aren't helpful and not even a proper response. I'll keep trying for a few days and see but I do feel that it's overrated for now and can be just to influence the stock price...",2
It doesn't let me sign up for 3 days now. Terrible,1
Found server busy try again.,1
Better than any other models no doubt also open source damn ty,5
Lots of love for the developers.,5
Perfect.,5
Keeps loading all the time 😔. Response speed good.,2
Superb,5
Provides inaccurate answer. It's biased AI,1
Excellent 👍,5
Good app assistant,5
I can't use it Is this fake or real AI apps,1
Really good,5
this is very late I don't like this app very bad i didn't expect it chatgpt is very much better than this,1
""" DeepSeek is an absolute game-changer! Its answers are consistently spot-on, combining depth with clarity. I love how it saves me hours with lightning-fast, reliable responses—no more sifting through endless sources. The precision and speed make it indispensable for both quick queries and in-depth research. Whether for work or study, it’s a tool that truly respects your time. Five stars—efficiency and accuracy perfected! "" 🌟",5
Congratulations China for a such nice and free of cast app & thankyou from your brotherhood nation Pakistan,5
Love it.. Good better and best,5
"I love it. But the name is a bit pornish. Sounds like deek peak, if you know what I mean. Deep think sounds much better.",5
"Amazing AI, definitely worth all the hard work. I just asked one question and I must say the app is the best AI response on the planet. 💯💯💯",5
Good,5
Thank you for making it open-source,5
This is the best AI tool by a significant margin. I am absolutely amazed,5
One of the best AI in the world 🌎,5
Perfection,5
"A Good Alternative AI , Hoping for more improvements and features in Future Best of Luck to the Developers 👍🏼",4
It's Open source so I'm not concerned about my data being sold as in the competitor,5
Great spp,5
"In the modern era, the only artificial intelligence that has been used with the aim of enhancing human thinking, reasoning, and creative abilities. Which has helped us from writing large codes on computers to solving science and math problems.",5
Did not receive any code itself for signing up!,1
Bhut ache..,5
Very good projects,5
So easy to use and free!! Amazing product!!,5
The best!,5
Be careful to agree for terms and conditions....by agree you authorise them to use all your personal information,1
Best AI.,5
Perfect 👌 👍 🥰,5
Nice 👍,2
Wonderful,5
It destroyed the ChatGPT 😆,5
"""DeepSeek is frustrating to use. It often gives irrelevant responses instead of addressing my queries directly. It lacks consistency and wastes time. Not worth keeping on my device.""",1
Very very exciting 😃,5
Wonderful,5
"To anyone wanting to complain about the high traffic issue, it's Free, so deal with it and be grateful or go pay chat 20$ a month if you prefer. I have them running a fantasy campaign and so far, I haven't had near as many issues as others, so I'm fine taking a break for a few minutes when the app gets overloaded. I'm still relatively new but if this hasn't been edited I'm still having a good time 🙃 Edit for development: You may have a bot problem intentionally overloading the app.",5
app is working slow. optimization is not good,1
It seems very good with free,5
It's great for me I'm a doctor I'm using it for my knowledge as well as to help the patients,5
"Unable to register/sign up, have not received Code via email. Can someone assist me. TY",2
Copycat right :),1
Won't install because it doesn't like my email domain!,1
Magnificent,5
Ok,5
"Very good ,Go ahead !",5
Wow!,5
I'm Pakistani and love their china . it is amazing app than chat gpt . I love you China Country and its people,5
Please add read aloud option,4
"Need to improve, no AI voice chat",1
What an amazing turn from CHINA 🤯,3
Deepseek is a very good ai to use better than chat gpt,5
"Deep disappointment. Very exclusive app, not all email domains supported for sign in.",1
Massive growth..salute to the Chinese🇨🇳.... Super powerful brain... 👌👏👏👏,5
"I dont know if I love it more because it's great or because it pisses off the American tech industry. Either way, 5 stars.",5
"Since this morning, I have been trying to create an account, but unfortunately, I couldn’t. I am using Gmail but have not received the verification code. I even changed my email, but the problem persists. I am not sure, but perhaps Google or other American companies have restricted access to Chinese AI services. However, I might be wrong.",5
Good,4
Bad experience,1
"A Game-Changer with DeepThink R1! DeepSeek has completely transformed how I approach complex tasks, thanks to its brilliant DeepThink R1 feature! This tool is a powerhouse—it delivers accurate, insightful answers instantly, whether I'm researching, problem-solving, or just curious. The interface is sleek and user-friendly, making it effortless to navigate. What truly sets DeepSeek apart is how DeepThink R1 simplifies even the trickiest queries with clarity and depth.",5
Not getting otp on email to sign up.. did many attempts in last 6 hours.. did check spam as well,1
Not getting the code to email while registering,3
"I'm struggling to get a code ,I have changed emails still no code",1
Much better open AI deepseek 🔥✅👍,5
Good app,5
Wonderful tool,5
The app is terrific.,5
"Loved it! It gives detailed response, do's and don'ts when asked for advice it's similar to human like response keep it up..",5
I will try,5
Easy to use,5
Best,5
"Amazing, better than ChatGBT",5
Va a reventar el mercado a futuro 100%📈,5
It's good as a model but I didn't like it's filter for china related stuff.,1
Mind boggling good.,5
It's better than ChatGPT 😂😂😂,5
like this apps.,5
Best Ai,5
Really good,5
It's not as smart as Chatgpt it couldn't create files for me to download,2
Supperbbbbb mind blowing 💯✌️,5
App is 1st class and new best in business. It should also give users other features and some free access without registration.,5
Awesome app!,5
واقعا بهترین هست Good 100%✅,5
Osm 👌,5
"If I can give it 10 stars, I will give. Wonderful AI application.",5
It doesn't work.,1
Very amazing app,5
"Used Meta AI , Google's Gimini, Open AI's Chatgpt, X's Grok AI . Believe me it's the best ever I have ever used.",5
Way the want my gmail password,1
Great,5
Kém xa google,1
this is good,5
"Very good AI tool for quick answers. Hope it will improve more. The only issue is that sometimes it is busy. I had been using AI on WhatsApp, but answers of deepseek are wonderful and very elaborate and easy to understand. Imagine it can answer in pashto language.",5
It was so great even it can talk Iran I love it so much 10 out of 10,5
it does not search the web. try it yourself. ask who is the 47th US president. deepseek answers it's knowledge was cut of in July 2024. fake reviews here...,2
Poor Chat,1
"Excellent, don't allucinate",5
Thank u,5
Doesn't work. You can't login with Google and when you sign up it doesn't send a verification code like it's supposed to 🤷🏻‍♂️. Unusable,1
Bagus,5
Just wow amazing how it gives answers,5
The normal version quit good at some certain.. but I really like it,4
"This is very good f. I mean, I love you. This application is very good. I like it very much.",5
Verification code takes too long,1
Too much spyware,1
Nice app,5
Too censored to be taken seriously,1
Best ai model ever,5
Good,5
much easier to understand and use,5
One of the best Gen AI tool I ever used with the highest percentage accuracy,5
Nice,5
"It's free, objectively better than chatgpt, open source and it uses significantly less energy",5
Don't use deepseek app,1
Really simple to use,5
The best AI assistant I've tried so far! Love the fact it is open source :),5
oh good,5
"Seems to be correct, complete, usefull",5
helpfull app,5
"Sign up Problem, no verification code😰😰😰😰😰😰😰😰😰😰😰😰😰😰😰😰😰😰",1
AI for everybody We can use it in iran without any hateful restrictions ❤️‍🔥,5
Great app . Very useful,5
Good to see more ai apps like this. I liked as it's faster and free.,5
When I am signing it is not giving code,1
"Love it. I am tired of overplayed us technology, finally someone here to challenge with the lower price.",5
Very good 💯,5
originally I'd given this app a poor rating because the chat would end abruptly and you cannot continue where you left off. I have since learned this was due to a Cyber attack disrupting systems. The fact people would go out of their way to sabotage should tell you how wonderful this app is. Download it 👍🏾,5
Deepthink is great,5
Has a lot of baned questions,1
"It is great product but it is very laggy , not great interface, very few tools , not even speaker, not even voice model, don't have image generation , and the biggest thing it don't remembers thing",1
Wonderful app,5
DeepSeek is way better than Chat GPT 👍And I hope it will stay free for personal use...,5
I can't call like like chat gpt and send picture.,3
✨The deepSeek✨ It is very nice AI assistant. Very fast answer give me in deepSeek. I am learn speak english in deepSeek. 👍👍👍💯,5
Amazing,5
It requested a code and then count down the code it only arrived after the count down is over then kept saying try again,1
lebih pinter dari Chat GPT...,5
This is the best no.1 100% Free of cost ai app but this is only support chat please add feature generate image and videos please I Request you please🥺,5
EXCRLLENT,5
Wow,4
"There are two problems that i have faced so far, one is email only otp as an Indian user, second is not being able to receive otp at all",2
Better and lesser price than the competitors,5
I installed it because China always wins,5
"I'm in the first 1M+ people who installed it. And I want to say about DeepSeek , ""it is game changer"".",5
Thanks. Very useful app.,4
Most interesting.,5
Great job,5
Great App.,5
Good,5
Nice bd,5
This best aichat,5
does Deepseek access the home Wi-Fi network?!,5
Deepseek nice verses other AI assistant.,5
Just... Wow,5
Amazing,5
A big thank for the Chinese for their free model it helps a lot,5
This app is absolutely too much laggy and glitchy and some time it provides you wrong and inaccurate information I don't recommend it personally,1
مميز ورائع . شكرا لكم,5
Wao amazing,5
Good,5
Not able to sign up or log in with Google account.,3
Super intelegent than Chatgpt..chatgpt now old man infront of DEEPSEEK,5
good app,5
What people call best when code for singup not arrive in email lool,1
I can't login,1
Google emails not allowing me to verify for sign up. A sign of the ai warfare?,1
Better than ChatGPT in every regard.,5
Doesn't work. When I try to setup my account it will literally never send the email for the code,1
Such a brilliant AI with well defined and complete features to work with. Thank you,5
"If you ask anything chinese government it shows this answer... Sorry, I'm not sure how to approach this type of question yet. Let's chat about math, coding, and logic problems instead!",2
Good,5
I want to create my account on it but every time OTP is invalid,1
Very productive app,5
"I’ve been using DeepSeek - AI Assistant for a while now, and it has been an incredible experience. The app is highly intuitive and offers a wide range of features that make daily tasks much easier. The AI is responsive and accurate, providing helpful suggestions and answers to my queries. One thing I particularly appreciate is the user-friendly interface, which makes navigation seamless. The app also performs well without any noticeable lag or crashes.",5
why i can't log in using Google account?,1
Excellent,5
Best Ai assistant for idea's .,5
facing trouble using deepseek recently. sometimes answer doesn't even load. and this frequency is very high.,5
"Difficult to signup with email, sending code process is error!",1
Best Best best and free,5
better than all AI,5
I can not registe in Egypt. Plz help!,5
Can't sign up,1
"Poor privacy policy, collects a lot of unnecessary data.",1
Worst logging experience ever!,1
good,5
"I am Bangladeshi, thank you for giving me such a beautiful app.",5
🌟🌟🌟🌟🌟🌟🌟🌟,5
"Signup problem,code not receiving",1
මේ රෙද්ද වැඩක් නෑ,1
Worst app i cant signup,1
"The email for verification takes too long to get to me. By the time I get it, the 60 second time limit has elapsed.",1
"Engaging and rather surprising. Becomes highly entertaining if you tell it a manner in which you want it to respond. Tell it to respond to all future questions in a snarky sarcastic manner and you'll see! 😁 It currently struggles at times with (web) Search enabled due to sheer uptake in load. If you also enable the DeepThink button it returns it's thought and selection rational before returning the answer. It's fascinating to see its ""thought"" processes in action.",5
Amazing tool,5
Not working in Pakistan 28 jan 2025. OTP not received,1
Good,5
"App is not working, log in error shown",1
Terribly worried about monitoring by alien country,1
It's working better. I have a query that Why deepseeker can't generate a docs file? It will be best if it can be capable of doing this.,5
Good,5
Very good,5
"Can't sign up, can't login!!! Can't going to home screen.",1
"still not as functional/ as good as chatGPT, it has less features and is not as functional",1
"I hope the new features like audio conversation in different languages and creating pictures will also come in future. However, Deep thinking in this app shows that AI can also think which is totally a revolution in AI race, brilliant.",5
Kindly add the mic option,5
JUST WAO..,5
nice app best info,5
Not working in india,1
Good,5
A BIG Game Changer,5
Better than the rest at the moment,5
👍,5
Not able to signup using email and Google as well. Kindly fix this issue ASAP,1
Great app ❤️,5
Best,5
Works so far. It's nice when things just work.,5
Amazing,5
Confirmation code not arriving to email,1
keep going,5
Literally the best ai out there right now AND It's free,5
Perfect AI chatbot.,5
Impossible to singup,1
"J'ai pas de moi pour cette application, c'est trop génial, chapeau",5
Outstanding model a chinese gift to all humanity.,5
The best one for moment,5
Disruptively good AI model,5
"Everything was going well until i downloaded the application; I've already made an account on the site of deepseek but not that I'm trying to log in using the same profile on the app, log-in always fails !",1
doesn't work,1
"Excellent, it did fail on my test question, they all do, and when corrected it elaborated on my correction, they all do that too. It's answers are concise and in depth. I haven't had time to test the C++ code I had it write. I also asked, are Nvidia crying now... well you would, wouldn't you.",5
Wonderful experience.,5
I am not able to receive the code.,3
Deepseek>chatgpt,5
Good,5
What an amazing AI app is this.In the after noon 3pm I saw 1m+ downloaded and now at 8.30pm I am seing its trun into 5m+ Have a great journey.,4
"It is a solid AI tool that balances brains and practicality. Its models are *fast* and surprisingly nimble, handling everything from coding help to data crunching without breaking a sweat. The interface feels clean and user-friendly—no PhD required to navigate it.",5
It's pretty good and it's free!,5
It's really helpful even better then chatgpt which is made by open AI,4
"Incredibly Powerful and User-Friendly AI Tool! I’ve been using DeepSeek for a while now, and I’m genuinely impressed by its capabilities. The AI is incredibly intuitive and delivers accurate, insightful responses across a wide range of topics. Whether I’m using it for research, content creation, or even casual inquiries, DeepSeek consistently exceeds my expectations.",5
Perfect 👌,5
"Unable to sign up , tried multiple time but i dont receive the verification code. It tells ne tgat they limited registeration due to cyber attacks. Uninstalled it.",1
It's amazing app all what I need I found it her,5
"EXCEPTIONAL Quite better, faster and providing latest than other AI Models.",5
Can't register with Gmail,1
i cant log in,1
I'm having problems signing up from Uganda. Is there a barrier against African countries?,3
Can't log in 😞,1
"I have installed it, but could not sign up. Code is coming after 1 minute at email id. I request to developers please increase the minimum time.",2
"⭐️⭐️⭐️⭐️⭐️ **AI സഹായത്തിന് മികച്ച ആപ്പ്!** ലളിതമായ ഇന്റർഫേസ്, വേഗത്തിലുള്ള പ്രതികരണം, സൃഷ്ടിപരമായ പരിഹാരങ്ങൾ എന്നിവ ദൈനംദിന ടാസ്ക്കുകൾ എളുപ്പമാക്കുന്നു. റിപ്പോർട്ടുകൾ മുതൽ ഡാറ്റ വിശകലനം വരെ സുഗമമാക്കുന്നു! ഡെവലപ്പർമാരുടെ **പതിവ് അപ്ഡേറ്റുകൾ** ശ്രദ്ധേയം. മെച്ചപ്പെടുത്തൽ: മലയാളം പൂർണ്ണമായും സപ്പോർട്ട് ചെയ്യുകയോ വോയ്സ് ഓപ്ഷൻ ചേർക്കുകയോ ചെയ്താൽ മികച്ചതാകും. **എല്ലാവർക്കും ശുപാർശ!** 👍 (ലക്ഷ്യം: ചുരുക്കത്തിൽ കീപോയിന്റുകൾ ഉൾപ്പെടുത്തി ആകർഷകമാക്കൽ!)",5
"not working, can't signup or login",1
Useless. Cant beat ChatGPT.,1
What did they say about competition again ? The users win,5
Nice app 😊,4
"Couldn't register, no matter what email I used.",1
Great for the money!,5
This is even better then Gemini and Chatgpt,5
Worst not able to signup through email,1
"typical china product, fails to login",1
Great innovation,5
BEST👍,5
"Awful app, can't login.",1
Most useless Artificial intelligence ever... Mean it's always say high traffic try again later ... It's only work 1 hour when you make account after this 2 or 3 message and then wait for 5 hour and then again 2 message...,1
"Does not operate when I ask questions, it says contact staff for assistance, rn 2 stars.",2
I can't sign up code is not sent to me,1
I am unable to login,2
More better than ChatGPT,5
Excellent,5
Lousy and trouble some to register .. time wasting to get a code .. other AIs don't need to do these silly things .. uninstall it ..,1
"helped a lot,Thankyou.",5
"DeepSeek is the best ai assistant out there but it would be great if users could generate images and videos, if this feature is to be added then this is hands down the best ai assistant.",5
"Installed and tried to make an account. Never got the codes to be able to register. When contacted them, the AI bot told me there are too many users so they can't allow me to register at this time. Really? And you want this to get traction? Plus they collect all the data and photos and who knows what and share it with third parties...",1
"New Benchmark in ""AI"" has been set. 🥰",5
There are a lot of problems logging in to the app,2
Read loud option is missing please add read loud option,1
Login issue,1
The app have serious censorship,1
Best ai ever,5
"It doesn't let me sign up even after requesting several send code requests everytime I enter the code it says ""the code has expired "" I have literally requested four times now to get a code but it won't approve it",1
👍👍,5
Far better than chatGpt!,5
Amazing,5
Use it for 10 min then it stop responing,3
it give too much elaboration answer but not to the point 👉,1
Login issue,1
Great idea I hope to use it for free for years to come!,5
it's nice but sometimes it just doesn't give a response,4
I dont want to give even one star... Even chatGpt or whatsapp Ai is far better than this... Because this app is worst... First i was facing problem in signup After many attempts i completed the signup In my first search it answered me well but after that i was unable to search anything So i uninstalled the app...,1
"Honestly one of the best AI Assistance for now IMO, However the issue is the server is often overloaded, well besides that and there's no voice mode yet it's actually amazing keep it up",4
You can press a button and watch the thinking process/ train of logic when it answers your question which is just fascinating to watch. For some reason it makes me grin watching it actually just... Make sense. More than most people. 10/10 extremely impressed,5
"I fell for the hype. This ai is terrible, it can't do basic things and when you make a typo instead of fixing it, it stops and asks you to rewrite everything unlike chat gpt which auto corrected and moved on. It's not that create. Its very much comparable to WhatsApp ai, very basic, So don’t waste your time, just stick to chat gpt free version",1
"Sign up process isn't working. ""Send code"" button tests if you're human and nothing more. Maybe overloaded servers, but right now it's impossible to register.",1
Very good,5
"DeepSeek AI is hands-down the best AI assistant I’ve ever used! Unlike other apps that are either slow or limited in functionality, DeepSeek AI delivers a seamless experience with lightning-fast responses and unparalleled accuracy. It feels like having a personal genius at your fingertips, ready to help with everything from solving complex problems to answering niche questions.",5
It's amazing and awesome thanks for such a great job 👍,5
"Landscape mode for tablets is necessary, but 5 star for being so smart. Talkin to it feels better then talking to a real human",5
Not able to create account. It tells in my region can only use mail. It gives you 30 sec to fill in verification code but no mail send... nor in inbox nor in spam. UAE,1
Very nice ... Good job,5
It's good 💯,5
"DeepSeek is not just another AI model; it's a groundbreaking leap forward in artificial intelligence. Its capabilities are truly astonishing, showcasing a level of sophistication and understanding that surpasses many of its predecessors. Key Strengths: I highly recommend DeepSeek. It's an incredibly powerful and versatile AI model that excels in various tasks, from generating human-like text to translating languages and writing different kinds of creative content. We Love our Future,pretty Futur",5
Love it,5
Doesn't log in,1
this is the only AI model i am gonna use on a regular basis.,5
Çok kotu . Hic kayd olmadim . 1 dakika zaman veriyor . Parolani 1 saat sonra gonderiyor . Bune boyle,1
niCe and good,5
already banned :(,1
Incredible,5
Best mobile app ever you can see!,5
Can't sign up.!,1
Good,5
Wow 😯,5
cant use this useless application without Login 🤡,1
Good 👍,5
It's literally Aweosme ! Better than any other AI bot till now I hope image manipulation and voice features will soon be added.,5
"Handles large text well. However, for research it flat out gave me the wrong answer to two related questions. It then proceeded to make up the information when I corrected it. Deeply disappointed considering the positive reviews",2
شكرا الصين على هذا التطبيق الرائع,5
Difficult to sign in,2
i have not words for his appreceashion just i say by by chat GPT and welcom Deepseek and many many Thank you China we love u lot of u,5
Wawoooo,5
Bad Worked for a while then it wont even log in,1
"I absolutely love how it clearly shows the process of generating tokens. It's really insightful to see the logic behind each step, which makes it much easier to understand the underlying mechanics. This feature adds a lot of value for anyone wanting to dive deeper into how the model works. Overall, a great tool for both beginners and those with more advanced knowledge! 🙂",5
I have installed this marvellous AI but I haven't been getting registered using my Google account.,4
china！！！great！,5
Worst app very pathetic expensive tried for half an hour but unable to sign up,1
It kept saying code expired,1
"Installed, can't log in with my Google account or won't let me create new account",1
It won'tet me sign up from the UK,1
Good,3
Log in issue 😡,1
Not working,1
best ai,5
I can't able to sign up. When I give the code from gmail it says it was expired.,1
Excellent,5
Brilliant app,5
Better a faster then other ai and precise too.,5
Bad app didn't give any information about china,1
"The latency is so poor that I couldn't even sign up, the sign code would expire before it could be entered. It seems that they only want certain user to have access to this service.",1
"Yesterday it worked. Today it doesn't work, I just get ""login failed"" with no explanation. Contacted them, the bot says they will ""get back to me"". That's it. Why is it on Google play when it can't provide the service?!!!",1
Can't sign up,1
Super slow responses and made up information.,3
best one,5
incredible! Sadly someone (or maybe organizations) keep attacking the server. You guys are really playing a dangerous game here lmao.,5
Doesn't work. Can't sign up or log in without errors.,1
"Not able to login, my attempts via Gmail all time out.",2
Excellent 👍👌,5
Great AI Assistant on a smartphone. Respond fast and good for everyday usage.,5
A deep thinker indeed,5
This is very good app.,5
"I uninstall the after failing to recognise the code 4 x in a row. Victim of its own success, the registration code takes several minutes to arrive.",2
This is really slow,1
For no reason I want to give it 5 stars,5
Awful,1
Scary and amazing at the same time,5
Ma best app for research. It is easy to use and quick.,5
Amazing,5
Not ready for prime time. I have requested dozens of codes and none of them work. It's impossible to sign up,1
The best and free Nice work China,5
"Simple, Low Cost yet As Intelligent as ChatGpt",5
Giving me answers in Chinese language,1
Good very good,5
Hi deepseek my first experience was not good it just guides but not provide desired (scripted) automated tool,1
Great ai app,5
perfect,5
very helpful,5
"Tried to install it, looks for google accounts as i couldnt go through the install provess via mail on ndroid....",1
Super app . BEST free ai for Android. Just one problem for not sharing image and question about image related like Gemini. To be honest best. And the deepthink feature is just 🔥🔥💯,4
Its a Good app and slightly better than ChatGpt,5
Easy to use & give better results from chatgpt 😐👍,5
Awesome stuff🥵,5
Best ai application,5
Excellent app i love this app....,5
"When newly updated , when more users using it's showing high traffic . U need to fix this for more users .",5
Arunachal pardesh nhi bta raha h ye,1
Bad,1
How is this even listed in the play store if you cannot sign-up at all? So I download this and then what?,1
Good,5
🔥,5
Good,5
Unbelievable much better than paid Chatgpt,5
Finally got something better than ChatGPT 🙃,5
I am Iraqi (mesopotamian) love ❤️🥹,5
It's very good,5
"I stuck in the sign in page, the app do not send the verification code to me, I already wait for 30mins.",1
"تطبيق وبرنامج DeepSeek أداة جديدة تعتبر ثورة في الذكاء الصناعي لا غنى عنها في الحياة اليومية. سواء كنت تبحث عن مساعدة في التنظيم أو تحليل البيانات أو حتى في التواصل والحصول على المعلومات المطلوبة، هذا التطبيق استثنائي يفوق التوقعات . إضافة إلى ذلك، يدعم عدة لغات بما في ذلك اللغة العربية، مما يجعله متاحًا لجماهير أوسع، وهو اصدار مجاني حاليا ويتلقى تحديثات بانتظام لضمان أداء متميز وميزات جديدة. إنه خليط مثالي من الدقة والابتكار والتفاعل السريع بالفعل انه افضل مساعد شخصي لا غنى عنه """,5
""" It's very helpful and intelligent assistant, always ready to provide accurate and thoughtful responses."" 😊",5
Very good intelligent,5
So amazing and wonderful app. Get answer with details and also make learning process so simple and easy. I recommend this app for 5 stars 🤩🤩🤩🤩🤩😍😍😍😍😍. Thanks to the developer.,5
Not able to log in,1
Way better than Chatgpt in every aspect,5
OMG 😮 it's much better than chatGPT.,5
Powerful and Efficient,5
Outstanding,5
Nice,5
"Useless app, not sending cany verification code while signup",1
So good it shook the market globally!,5
"Way better than ChatGpt, Worth to download it t.",5
It's too much slow. It can't bear customer traffic at a time.,3
Incredible 😲 👏 👌,5
Why they aren't sending the code to sign in the account?? Could you guide me please how to receive the verification code? I have tried many times but was unable to receive it 😔,1
Bad app. Bad at coding.,1
The best ai I have ever used,5
Amazing 😍,5
I love seeing the apps thought process and the information it's draws it's conclusion from. Also love how this has disrupted the egos of US tech oligarchs.,5
good,5
Excellent 👌,4
So far useless as it doesn't let you create an account. Asks to send code once you have done password etc but just doesn't send it. Has now been rectified and works fine after code was finally sent.,4
Absolutely the BEST!,5
"I was able to obtain medical treatment alternatives that have been suppressed by the big tech companies. So this is a major win. Apparently, DeepSeek is independent from big pharma. Thank you, DeepSeek. Kirk Boland, USA",5
Ever since the cyber attack we can't use it.,1
Way more better than paid Chat GPT,5
It's better than others,5
Excellent. The reason for the four stars is that currently it is suffering from it's succes. So you get a reply saying try again later. I use it for language practice and I find that it understands what I am saying much better than the competition. It understands my questions much better. And is not as easily shaken by what you say. I can make chatgtp say that 1 and 1 makes 3....,4
Not able to register or receive code for verification,1
Excelente,5
Best AI,5
One of the worst aspects of this app is that it takes your personal information. It is never desirable. Taking a person's personal information. They first ask for permission to take your personal information. But why?,1
Heard about app this morning and disappointed that I received message from support contact that they have been hit with malicious attacks and are not accepting new users at moment 😕. Will change once able to sign up.,1
V good App,5
Uninstall all the rest,5
It's very good but some time high traffic,5
Superfast AI,5
Better than ChatGPT !,5
"Can not sign up, verification code received in 2 minutes",1
"Upon registration you have to ask for a code that's sent to your email, which you have to enter within 60 seconds. The code doesn't arrive within 5 minutes, rendering this impossible.",1
"This is actually very good.This might be a way better alternative to chatgpt. Hopefully, in the future, they will add a voice to text feature that is better than google Keyboard.",4
GOAT. very elaborative answers tho speech-to-text and voice based answers should also be included but overall best answers than chatgpt,5
Good job...keep devolope,5
"It's an amazing Ai Assistant.Its answers are amazing,it's a wonderful choice for me.I like it very much.",5
The app seems to be a bit slow. I'm guessing it is popular and is overloaded with users. Maybe you need better NVIDIA hardware. 😆 😆 🤣 😂 😹 😆,3
More for less,5
"It's an amazing, humanized and reliable.",5
Good app the chat gpt,5
"Experience in another level,,, fast speed and detailed information",5
Great up to now 👍,5
"From the brief in-depth interactions I've experienced with deepseek, this is way better than anything I've previously used. Very impressed. Future is exciting",5
"Not receiving Code for sign up, So unable to sign up.",1
Excellent.. powerful than chat gpt 4,5
App literally doesn't work. It will not allow me to create an account or even sign in with my Google account.,1
Worst ai,1
Very good!,5
"I can not open account, worst app",1
Powerful free have it all,5
The service is very awful I can't sign up because they didn't give me the code at my Gmail for verification,1
"This is a very good app, it is the best in comparison to the same use.",5
great,5
Amaizing super app,5
Excellent AI DeepSeek,5
Best artificial-intelligence yet. But it has some latency issues. Because so many people are using the chatbot at once and the servers just can't handle it.,5
Thank you very much.,5
The best AI app,5
Outstanding,5
Any competition for american products (monopoly) is welcome 👌🏼,5
Thank you,5
1/28/2025 Now DeepSeek Has Surpassed Chatgpt in various Benchmarks. Can you imagine Ds surpassed Open Ai Chatgpt Which was really Costly for the Individuals Now China Has taken the Control 5/5 ⭐,5
it's a top notch app for the Entrepreneurs and I guess for all the individuals. Getting Accurate information makes the user more trustable. Thanks Deepseek,5
"Great to see an open-source, less computational greedy AI that achieves state-of-the-art performance! My new favorite chatbot!",5
Good,4
The app is very weak.,1
Best app!,5
"Can't even register. Google sign in not allowed in my region. Trying to register with email, they don't send the code which I need for registration. Disappointed so far.",1
Awesome service,5
Wow.,5
يوجد صعوبه شديده فى التسجيل,2
The best AI I ever used. God bless you more and give you more success,5
Although it's chinese there is lot of issues,1
"DeepSeek is an innovative AI-driven search platform designed to enhance information retrieval and data analysis. It leverages advanced natural language processing (NLP) and machine learning algorithms to deliver highly accurate and contextually relevant search results. Here's a detailed review of its features, strengths, and areas for improvement",5
Amazing,5
Superb,5
500 percent better that chatgpt,5
Registration issue,1
👿,5
Amazing,5
Nice app to teach US a lesson 😀,5
Very good,5
The best AI tool ever,5
Amazing better than chatgpt,5
"Limited information, dated, restricted, and not fully transparent. It is nothing but displaying the restricted information from the developers' point of view Faster than the others. Not updating only to Jul 2024 اسرع من البرامج المنافسة فقط ولكنه مقيد المعلومات و يعرض افكار و اتجاهات مطورينه اخر بيانات في اخر تحديث يوليو ٢٠٢٤",2
"I'm using generative AI stuff since the first week of ChatGPT 4. Always fascinated, sometimes irritated and often frustrated. Now this DeppSeek appears and literally changes my life (outlook, understanding and perspectives on stuff etc.) within two days. Absolutely insane. 100% recommend trying it ❤️",5
"It's great, it's unfortunate that it's being DDoS by jealous competitors. I'm sure that will end soon.",5
I don't even get the code to log in.. huh disappointing 😞,1
wow is sow amazing 👏 what a good app . it's sow good,5
Its so easy to work with this amazing free app,5
Why it is not showing India states,1
"This is a scam like Temu, moomoo, tiktok. I tried diffrent emails to registre, it never sent the code for registre.",1
"I have used many chat bots, but this is more than a chat bot. Because it provides information in details and with greater accuracy than any other chat bot. This is very advanced technology. ✊️✊️✊️✊️",5
It has rly fast responses and detail-oriented answers ....this is the best AI developed so far.,5
رائع,5
Please add voice input transcriber like the chatgpt app,5
The best one I have used so far It tells you what and how it thinks and how it reached desired solution unlike my paid chatgpt ( closed AI ),5
"I recently tried the AI platform ""DeepSeek"" after hearing a lot of buzz online about its capabilities. Unfortunately, my experience has been disappointing. The platform does not perform as advertised, and it struggles to provide unbiased information. Instead of delivering impartial and well-rounded results, the information seems skewed heavily in favor of the developers and, in some instances, the government associated with the AI. This raises concerns about the platform's objectivity and relia",1
I couldn't run the application cause they need Google password which I forgot and in the same time the application failed to send passcode to enable me start sequence of operations,1
This ai model is so great and easy to use this is game changer,5
Not able to register using Gmail. Not receiving any verification code. Competition with Google Gemini? LOL.,1
"Highly efficient and user friendly tool for productivity and information retrieval. Its intuitive interface makes navigation seamless, while features like voice commands ,real time translations, and personalised recommendation enhance its utility. the apps performs tasks quickly, from answering queries to managing schedules, and it's offline functionality is a bonus. perfect for anyone seeking a smart AI forward assistant on their Android device. highly recommended!",5
cannot register,1
best,5
"The capability is so damn good. Compared to limited o1 from openAI, it's leagues ahead.",5
Helpful app,5
Unable to register... what a waste ....,1
Better then chat gpt,5
